total_sqft,bath,location,price,size
1250,3,Maruthi Nagar,4200000,3 BHK
3520,5,Hebbal,24000000,3 BHK
1041,2,5th Phase JP Nagar,5400000,2 BHK
1505,2,Sarjapur  Road,6000000,3 BHK
1776,3,Bannerghatta,15000000,3 BHK
1767,3,Bellandur,8900000,3 BHK
1320,2,Kengeri,5000000,2 BHK
1280,2,Bhuvaneshwari Nagar,6848000,2 BHK
1245,2,Thanisandra,8305000,2 BHK
1027,1,Haralur Road,4400000,2 BHK
1065,3,Medahalli,7200000,3 Bedroom
1814,3,Kannamangala,12900000,3 BHK
1610,2,Ramagondanahalli,11200000,3 BHK
850,1,Kumaraswami Layout,7800000,1 Bedroom
1600,3,Kasavanhalli,7900000,3 BHK
3200,4,Old Mangammanapalya Road,14000000,3 BHK
1250,2,Canara Bank Colony,7713000,3 BHK
1475,3,Ittamadu,7500000,3 BHK
1353,2,Electronic City,7500000,2 BHK
2100,3,Maruthi Sevanagar,21000000,4 Bedroom
1750,3,Electronics City Phase 1,5800000,3 BHK
4800,4,Whitefield,55000000,4 Bedroom
1270,2,Sahakara Nagar,9600000,2 BHK
2700,3,Battarahalli,7500000,4 Bedroom
1200,4,8th Phase JP Nagar,27000000,4 Bedroom
2695,4,Thanisandra,18800000,4 BHK
1330,3,Hessarghatta,6500000,3 BHK
1400,2,BTM 2nd Stage,9000000,2 BHK
4000,5,Gubbalala,19500000,4 BHK
1700,3,Kanakpura Road,7500000,3 BHK
1585,2,Kasavanhalli,9000000,2 BHK
1385,3,Kothanur,6700000,3 BHK
1128,2,Electronic City,6700000,2 BHK
60,4,Whitefield,21800000,4 Bedroom
1200,18,1Kasavanhalli,20000000,18 Bedroom
1203,2,HSR Layout,6000000,2 BHK
905,2,Mallasandra,3500000,2 BHK
1450,3,Hennur Road,7900000,3 BHK
1105,2,Varthur,3800000,2 BHK
1200,2,Channasandra,4613000,2 Bedroom
1530,2,Jalahalli,8900000,3 BHK
1105,2,Whitefield,3540000,2 BHK
1333,2,Dasarahalli,7856000,2 BHK
1350,,Hosur Road,844000,
1530,3,Old Madras Road,7634000,3 BHK
1200,2,Margondanahalli,6500000,2 Bedroom
1270,2,Whitefield,9400000,2 BHK
1830,3,Bellandur,8900000,3 BHK
900,2,Chandapura,3500000,2 BHK
2400,2,Attibele,25000000,4 Bedroom
7000,6,Varsova Layout,56000000,6 Bedroom
1450,2,Bannerghatta Road,7800000,3 BHK
1525,3,J C Nagar,6500000,3 BHK
1080,2,Mahalakshmi Layout,6700000,2 BHK
1220,2,Bagalur Main Road,7200000,2 BHK
1215 - 1495,2,Bommanahalli,7317000,2 BHK
2400,3,R.T. Nagar,34800000,3 Bedroom
1500,2,Govindapura,6000000,2 BHK
1355,2,Koramangala,9500000,2 BHK
1070,2,Electronic City,5700000,2 BHK
1980,4,CV Raman Nagar,18000000,3 BHK
842,2,Bommasandra,3000000,2 BHK
700,1,Bannerghatta Road,3120000,1 BHK
2500,4,Doddakammanahalli,6500000,3 BHK
1884,3,"Kanakapura Road, ",9500000,3 Bedroom
1100,2,Dena Bank Colony,7500000,2 BHK
1200,8,Basavanapura,14500000,8 Bedroom
1185,2,Thanisandra,4350000,2 BHK
2145,3,Varthur,17000000,3 BHK
1220,2,Whitefield,8900000,2 BHK
1192,2,6th Phase JP Nagar,7500000,2 BHK
1449,3,Marathahalli,11000000,3 BHK
2500,3,Ardendale,25000000,3 Bedroom
1700,3,Electronic City,9000000,3 BHK
1920,3,Hebbal,15000000,3 BHK
1350,2,BTM 4th Stage,9000000,2 Bedroom
4800,5,Devanahalli Int. Airport,35000000,4 Bedroom
1700,3,"Sarjapur Road, ",7400000,3 BHK
1447,3,Hoodi,7600000,2 BHK
1329,2,Kanakpura Road,10700000,2 BHK
1314,2,Sarjapur  Road,7044000,3 BHK
1200,3,Hal old airport road,11000000,3 Bedroom
1214,3,Basavangudi,22000000,6 Bedroom
6Acres,2,arudi,8000000,3 Bedroom
1246,2,Vittasandra,6750000,2 BHK
705,1,Ganga Nagar,6500000,1 BHK
1220,2,Dasarahalli,6200000,2 BHK
1800,2,Yelahanka New Town,4500000,3 BHK
1400,3,Kaval Byrasandra,7500000,3 BHK
1245,2,Kasavanhalli,8000000,2 BHK
1495,2,Anantapuram,6300000,3 BHK
2000,2,Nagavara,27500000,3 Bedroom
996,2,Gollarapalya Hosahalli,3650000,2 BHK
1000,2,Yelahanka New Town,4400000,2 BHK
1250,2,Chikka Banaswadi,7500000,2 BHK
1261,2,Thanisandra,8000000,3 BHK
1080,2,Electronics City Phase 1,4600000,2 BHK
1230,2,Akshayanagara East,5000000,2 BHK
982,2,Kammasandra,2553000,2 BHK
1590,2,HSR Layout,13500000,3 BHK
1220,2,Horamavu Agara,3900000,2 BHK
1750,3,Green Glen Layout,10500000,3 BHK
1436,2,Whitefield,6215000,3 BHK
1500,2,Malleshwaram,14000000,2 BHK
1560,3,Varthur,9000000,3 BHK
3758,3,Whitefield,30000000,3 BHK
1275,2,Belatur,5900000,2 BHK
1040,2,Ramanjaneyanagar,3640000,2 BHK
2400,3,Bellandur,11500000,3 BHK
1500,9,Chamrajpet,23000000,6 Bedroom
3150,5,Kaggalipura,21200000,4 Bedroom
1960,3,Karuna Nagar,16500000,3 BHK
3200,5,JP Nagar,30900000,4 BHK
1140 - 1250,2,Yelahanka,5310500,2 BHK
4500,5,Hosakerehalli,14500000,5 BHK
450,3,Ulsoor,7000000,3 Bedroom
4304,4,Sathya Sai Layout,69900000,4 Bedroom
648,1,Javarandoddi,4000000,1 BHK
2100,3,Sarjapur  Road,13000000,3 BHK
4209,4,Thanisandra main road,60200000,4 BHK
1575,4,Whitefield,25000000,4 Bedroom
1365,3,Bommasandra,5282000,3 BHK
650,1,Yelahanka New Town,1800000,1 BHK
1200,2,Chandapura,5200000,3 Bedroom
1100,2,Cooke Town,9000000,2 BHK
1075,2,7th Phase JP Nagar,5700000,3 BHK
1100,2,Banashankari,6300000,2 BHK
1320,2,Akshya Nagar,5800000,3 BHK
1500,3,Kammasandra,6500000,3 BHK
1200,5,Vijaypura,15000000,4 Bedroom
1125,3,Bapuji Nagar,12600000,4 Bedroom
1075,2,Bisuvanahalli,3200000,3 BHK
1480,3,Chennammana Kere,7548000,3 BHK
500,1,Austin Town,1300000,1 BHK
2400,4,3rd Block Banashankari,32500000,5 Bedroom
1200,4,Kaikondrahalli,12500000,4 Bedroom
1041,2,Kanakpura Road,3644000,2 BHK
1128,2,Doddanekundi,4840000,2 BHK
1685,3,Hosur Road,9000000,3 BHK
1180,2,Guddadahalli,6500000,2 BHK
1200,2,Ejipura,6000000,2 BHK
1250,3,Mangammanapalya,3950000,3 BHK
1000,2,Chelekare,4500000,2 BHK
600,2,Yelahanka New Town,8000000,2 Bedroom
600,3,2nd Stage Nagarbhavi,8200000,4 Bedroom
1760,2,Varthur,8500000,2 BHK
975,2,Amam Enclave Layout,5500000,2 BHK
1190,2,Kashi Nagar,4200000,2 BHK
1110,2,Kudlu,4600000,2 BHK
2415,3,Rajaji Nagar,39900000,3 BHK
1235,2,Gunjur,4450000,2 BHK
1275,2,Nanjappa Garden,5500000,2 BHK
1115,2,Victoria Layout,11500000,2 BHK
1197,2,Harlur,7600000,2 BHK
644,1,Begur Road,3200000,1 BHK
1251,2,Bellandur,4700000,2 BHK
1105,2,Neeladri Nagar,3000000,2 BHK
1080,2,4th Phase JP Nagar,3800000,2 BHK
2100,3,Kudlu,11400000,4 BHK
1600,4,Kammanahalli,20000000,4 Bedroom
1731,3,NRI Layout,6411000,3 BHK
1206,2,Hormavu,5500000,2 BHK
1560,3,Choodasandra,7800000,3 BHK
750,1,7th Phase JP Nagar,4700000,1 BHK
1035,2,Billekahalli,9000000,2 BHK
1200,6,Ramamurthy Nagar,15000000,7 Bedroom
702,1,Sarjapur  Road,3580000,1 BHK
1700,3,Attibele,6500000,3 Bedroom
1145,2,HRBR Layout,6850000,2 BHK
1208,2,Ramamurthy Nagar,4350000,3 BHK
1589,3,Brookefield,7400000,3 BHK
560,2,Allalasandra,2200000,2 BHK
1426,2,Yelahanka New Town,6150000,3 BHK
1885,3,Green Glen Layout,13500000,3 BHK
935,2,Old Madras Road,3777000,2 BHK
1171,2,Old Madras Road,7300000,2 BHK
1465,2,Singasandra,6000000,2 BHK
1820,3,Budigere,9500000,3 BHK
1580,2,Raja Rajeshwari Nagar,6685000,3 BHK
1452,2,Whitefield,4629000,3 BHK
1445,2,Hennur Road,8956000,3 BHK
1170,2,Gollahalli,3900000,2 BHK
1070,2,Anjappa Layout,5000000,2 BHK
2600,3,Rachenahalli,16000000,3 BHK
1532,3,Shikaripalya,5975000,3 BHK
1150,2,AGS Layout,4600000,2 BHK
1473,2,Jakkur,8500000,2 BHK
1350,3,Kathriguppe,8099000,3 BHK
4040,4,Prithvi Layout,50000000,4 BHK
1980,4,CV Raman Nagar,16600000,3 BHK
1660,3,Hoodi,12800000,3 BHK
2456,7,Kogilu,8500000,7 Bedroom
650,2,Chamrajpet,4500000,2 BHK
4000,5,Neeladri Nagar,42500000,5 Bedroom
2475,4,Malleshwaram,34000000,3 BHK
1495,3,Chikkakannalli,9000000,3 BHK
1080,2,R.T. Nagar,4800000,2 BHK
1521,2,Electronic City,5750000,3 BHK
1053,2,Aishwarya Crystal Layout,5100000,2 BHK
2406,5,Binny Pete,28900000,3 BHK
800,5,Kanakpura Road,11500000,4 Bedroom
2400,3,Begur,1200000,3 BHK
1250,3,OLd Gurappanapalya,3900000,3 BHK
1200,2,Ramanagara Channapatna,7500000,4 Bedroom
840,1,Ulsoor,15000000,1 Bedroom
1000,2,Uttarahalli,3950000,2 BHK
1630,3,Bannerghatta Road,6800000,3 BHK
985,2,Kammasandra,4050000,2 BHK
1200,2,BTM 2nd Stage,7000000,2 BHK
1650,3,Ambalipura,10000000,3 BHK
1670,3,Mico Layout,5900000,3 BHK
1200,5,5th Block Hbr Layout,20500000,5 BHK
1240,4,Sarjapur  Road,11000000,4 Bedroom
1000,2,Maheswari Nagar,6000000,2 BHK
830,2,Doddabanahalli,2600000,2 BHK
1200,3,Ramagondanahalli,5610000,3 Bedroom
9600,7,Sadashiva Nagar,273600000,5 Bedroom
2400 - 2600,6,Begur Road,12250000,4 BHK
1635,3,Nagarbhavi,8500000,3 BHK
1120,2,HSR Layout,7000000,2 BHK
2750,6,Kamakya Layout,20000000,6 Bedroom
1760,3,Sector 7 HSR Layout,18500000,3 BHK
2137,3,Harlur,11000000,3 BHK
973,2,Hennur Road,5074000,2 BHK
1200,4,Hsr layout sector3,37500000,4 Bedroom
750,1,Electronic City,3500000,1 BHK
883,2,Kambipura,4900000,2 BHK
660,2,Thyagraj Nagar,7600000,2 Bedroom
2787,5,Ramagondanahalli,22000000,4 BHK
1470,2,Devasthanagalu,6000000,3 BHK
891,2,Electronics City Phase 1,2495000,2 BHK
1275,2,"Sarjapur Road, ",7600000,2 BHK
1787,3,Kothanur,12000000,3 BHK
1730,5,8th Phase JP Nagar,7500000,5 Bedroom
1320,2,Sarjapur  Road,11000000,2 BHK
1692,3,Yeshwanthpur,10800000,3 BHK
1400,3,Bannerghatta Road,6900000,3 BHK
1370,2,Whitefield,5600000,2 BHK
1602,3,Thirumenahalli,5600000,3 BHK
793,1,"Hoodi Circle, ",4000000,1 BHK
675,1,GM Palaya,3500000,1 BHK
3250,4,Chikka Tirupathi,13600000,4 Bedroom
1050,2,Whitefield,4300000,2 BHK
1035,2,Jalahalli East,4250000,2 BHK
1200,2,Sarjapur  Road,4400000,3 BHK
1800,3,Sarjapur  Road,12800000,3 BHK
1625,3,Green Glen Layout,7000000,3 BHK
1032,2,Electronics City Phase 1,3199000,2 BHK
1496,2,Whitefield,7181000,3 BHK
1100,2,Kothnoor Dinne,3800000,2 BHK
1500,3,Kundalahalli,5000000,3 BHK
1125,2,Electronic City Phase II,3263000,2 BHK
1555,3,Chikka Banaswadi,7300000,3 BHK
1025,2,Amruthahalli,4200000,2 BHK
1630,2,Banagirinagar,13000000,3 BHK
900,2,Arekere,4450000,2 BHK
1355,2,Yelahanka,7500000,3 BHK
2360,4,1st Block Koramangala,60100000,4 Bedroom
1200,2,Akshaya Nagar,4500000,2 BHK
1563,3,Suraksha Nagar,6300000,3 BHK
1344,4,Medaralli,8400000,4 Bedroom
3000,3,6th block Koramangala,40000000,3 BHK
812,2,5th Phase JP Nagar,4200000,2 BHK
1200,2,Basaveshwara Nagar,7000000,2 BHK
3175,4,Yelahanka,15600000,4 BHK
1360,2,Marathahalli,10100000,2 BHK
1756,3,Rachenahalli,11000000,3 BHK
1296,2,8th Phase JP Nagar,5183000,3 BHK
1141,2,Anandapura,5000000,2 BHK
1210,2,Electronic City,5500000,2 BHK
1310,2,Hormavu,6700000,2 BHK
1356,5,Ejipura,13900000,5 Bedroom
1052 - 1322,2,Magadi Road,5519500,3 BHK
1745,3,Gubbalala,14000000,3 BHK
1200,5,KR Puram,12500000,5 Bedroom
1050,2,Raja Rajeshwari Nagar,3700000,2 BHK
2400,4,Banashankari,50000000,4 Bedroom
1140,2,Electronic City Phase II,3400000,2 BHK
1210,2,Varthur,5400000,2 BHK
2035,3,Kasavanhalli,14200000,3 BHK
633,1,Sarjapur,1709000,1 BHK
485,1,Amruthahalli,1950000,1 BHK
1200,2,Ullal Uppanagar,8200000,2 Bedroom
2275,4,Sarjapur  Road,18700000,3 BHK
1419,3,Doddanakundi Industrial Area 2,8500000,3 BHK
1195,2,Sri Sai Layout,4240000,2 BHK
2020,3,Versova Layout,27000000,3 Bedroom
1884,4,Thanisandra,11700000,3 BHK
905,2,Bannerghatta Road,5800000,2 BHK
1500,2,JP Nagar,10800000,3 BHK
850,1,Chikkajala,5000000,1 BHK
1165,2,Tindlu,5980000,2 BHK
933,2,Maruthi Sevanagar,5500000,2 BHK
1305,2,Hennur Road,7700000,3 BHK
1125,2,Billekahalli,6500000,2 BHK
865,2,BSM Extension,3300000,2 BHK
1245,3,Jigani,6600000,3 BHK
8840,2,Kalyan nagar,30000000,2 BHK
1145,2,Udayagiri,6000000,3 BHK
2000,3,AECS Layout,9000000,3 BHK
625,1,Hosa Road,4368000,1 BHK
1724,3,Kundalahalli,12800000,3 BHK
400,1,Madiwala,7500000,1 Bedroom
1270,2,Sarjapur  Road,5400000,3 BHK
1250,3,Madiwala,3950000,3 BHK
1485,3,Jakkur,7200000,3 BHK
823,2,Shankarapuram,8000000,2 BHK
990,2,7th Phase JP Nagar,5000000,2 BHK
1140,2,Kadubeesanahalli,7800000,2 BHK
1756,3,Yelahanka,12500000,3 BHK
2600,4,Kumaraswami Layout,30000000,4 Bedroom
1025,2,Doddakannelli,4800000,2 BHK
1216,2,Whitefield,7200000,2 BHK
1026,2,Sarjapur  Road,6080000,2 BHK
3335,4,Sarjapur  Road,30000000,4 BHK
2700,4,Kodichikkanahalli,12500000,5 Bedroom
1411,2,Begur,6000000,3 BHK
1320,2,Kanakpura Road,3960000,3 BHK
1320,2,Bannerghatta,5000000,2 BHK
615,4,OMBR Layout,11000000,4 Bedroom
1804,3,Kalena Agrahara,15500000,3 BHK
1200,4,Banjara Layout,10500000,4 Bedroom
2375,4,Hebbal,18900000,4 BHK
1750,3,Chamundi Nagar,12000000,3 Bedroom
960,5,Wilson Garden,13000000,9 Bedroom
1152,2,TC Palaya,5500000,2 BHK
965,2,Thanisandra,5400000,2 BHK
1684,3,Lingadheeranahalli,12000000,3 BHK
1672,3,Hennur Road,8600000,3 BHK
1075,2,Panathur,6000000,2 BHK
1500,5,Sarjapur,9500000,3 Bedroom
1420,2,Hebbal,9926000,2 BHK
750,2,Nagashetty Halli,4000000,2 BHK
1169,2,Yeshwanthpur,6408000,2 BHK
1290,2,Devanahalli,6200000,3 BHK
1160,2,Kengeri,4060000,2 BHK
2800,5,Shampura,9500000,7 Bedroom
1500,3,Mysore Road,7000000,3 BHK
1850,3,Domlur,18000000,3 BHK
1300,3,Venkatapura,4600000,3 BHK
2750,5,RMV,55000000,3 BHK
2150,3,Bhoopsandra,17000000,3 BHK
5100,5,5th Block Hbr Layout,30000000,6 BHK
1875,2,Kadugodi,11000000,3 Bedroom
1260,2,Hulimavu,8200000,3 BHK
2500,4,Kengeri,10000000,5 Bedroom
1241,2,Begur Road,6400000,2 BHK
1025,2,Sarjapur  Road,4550000,2 BHK
1500,1,Postal Colony,21800000,2 Bedroom
815,2,Begur,4000000,2 BHK
2000,3,Kanakpura Road,10500000,3 BHK
1400,2,Malleshwaram,19000000,2 BHK
1740,4,Varthur,17500000,4 Bedroom
5666 - 5669,5,ITPL,30000000,4 BHK
1216,2,Sarjapur  Road,7000000,2 BHK
2200,2,pavitra paradise,19000000,3 BHK
3500,5,Hegde Nagar,45000000,4 Bedroom
970,6,Shampura,10500000,6 Bedroom
3150,7,Vidyaranyapura,37500000,7 Bedroom
1200,2,Kanakpura Road,6200000,2 Bedroom
1026,2,Marathahalli,5018000,2 BHK
450,1,Hulimavu,2000000,1 BHK
1205,2,KR Puram,4579000,2 BHK
1368,2,Jakkur Plantation,8700000,2 BHK
420,1,Anekal,1250000,1 BHK
1270,2,Doddakallasandra,4200000,2 BHK
614,1,Anekal,2800000,2 BHK
1050,2,Margondanahalli,5800000,2 Bedroom
1408,2,Yelahanka,5800000,2 BHK
1507,3,Reliaable Tranquil Layout,8000000,3 BHK
1160,2,kadubisnahalli,5700000,2 BHK
1200,3,Kithaganur,7000000,3 Bedroom
960,2,Poorna Pragna Layout,5000000,2 BHK
1021,2,NGR Layout,4600000,2 BHK
2162.03,4,Hegde Nagar,12900000,3 BHK
1065,2,Channasandra,3600000,2 BHK
400,1,Attibele,1025000,1 BHK
1465,2,Bannerghatta Road,7500000,3 BHK
1800,3,Marathahalli,9500000,3 BHK
1175,2,Amblipura,8300000,2 BHK
6729,4,Lavelle Road,90000000,3 BHK
1500,4,Vijayanagar,36000000,4 Bedroom
1050,2,Sanjay nagar,5900000,2 BHK
1650,3,Indira Nagar,15000000,3 BHK
1827,3,KR Puram,9700000,3 BHK
1930,4,Thanisandra,12200000,3 BHK
883,2,Mysore Road,3700000,2 BHK
550,1,Kengeri,1675000,1 BHK
1350,4,RMV 2nd Stage,31000000,4 Bedroom
1290,2,Kanakapura,3869000,3 BHK
1021,3,Raja Rajeshwari Nagar,5900000,3 BHK
1158,2,Whitefield,5500000,2 BHK
1200,4,Varanasi,9900000,5 Bedroom
1400,2,Nagarbhavi,13500000,3 BHK
2400,3,Doddaballapur,20000000,4 Bedroom
1200,2,Munnekollal,5790000,3 BHK
1520,3,JP Nagar,12500000,3 BHK
620 - 934,1,Thanisandra,3846000,1 BHK
2710,3,EPIP Zone,17700000,3 BHK
1150,2,Kenchenahalli,5700000,2 BHK
1101,2,Yelahanka,3700000,2 BHK
1200,2,Mahalakshmi Layout,11000000,3 BHK
1252,2,Hebbal,9200000,2 BHK
1650,3,Marathahalli,8500000,3 BHK
1270,2,Marathahalli,8000000,2 BHK
992,2,Tumkur Road,7000000,2 BHK
893,2,Geddalahalli,3450000,2 BHK
1075,2,Bisuvanahalli,4149000,3 BHK
3200,7,Kumaraswami Layout,15000000,7 Bedroom
1190,2,Electronic City,4200000,2 BHK
800,2,Ashwathnagar,6000000,3 Bedroom
1814,3,Sarjapur  Road,6300000,3 BHK
1400,3,Rahmath Nagar,9800000,3 BHK
1400,6,Bommasandra,25200000,5 Bedroom
1344,2,Murugeshpalya,5600000,3 BHK
5400,5,Whitefield,47500000,4 Bedroom
1843,3,Kanakpura Road,9500000,3 BHK
1138,2,Chikkadunnasandra,3200000,2 BHK
1495,2,Nagappa Reddy Layout,7000000,3 BHK
880,2,Electronic City,1900000,2 BHK
1396,3,Whitefield,7400000,3 BHK
1610,2,Garudachar Palya,11900000,3 BHK
1050,2,Tindlu,5500000,2 BHK
1410,2,Kumbena Agrahara,4371000,3 BHK
1050,2,Ramamurthy Nagar,3780000,2 BHK
1310,2,Kumaraswami Layout,8500000,3 BHK
1104,2,Yelahanka,5800000,2 BHK
1165,2,Hennur Road,6700000,2 BHK
1310,2,Hormavu,6000000,2 BHK
1052,2,Chikkanahalli,5200000,2 BHK
1000,2,1st Block Koramangala,4500000,2 BHK
2240,3,Jayanagar,30000000,3 BHK
1150,2,Electronic City,3808000,2 BHK
2019,3,Thanisandra,7067000,3 BHK
986,2,Varthur,3100000,2 BHK
1350,1,Banashankari Stage III,14500000,1 Bedroom
800,8,9th Phase JP Nagar,14000000,8 BHK
1893,4,Akshaya Nagar,9500000,3 BHK
1318,3,Gollarapalya Hosahalli,5600000,3 BHK
1325,2,Yelahanka,5800000,3 BHK
800,2,Kereguddadahalli,3300000,2 BHK
1300,3,Canara Bank Colony,4225000,3 BHK
1300,2,Dodda Banaswadi,6000000,3 BHK
2500,4,Ulsoor,17000000,4 Bedroom
1520,3,Halanayakanahalli,16500000,3 Bedroom
1665,3,Bellandur,8500000,3 BHK
1800,3,Subramanyapura,8000000,3 BHK
1197,2,Harlur,7500000,2 BHK
1050,2,Manayata Tech Park,4500000,2 BHK
910,4,Manjunath Nagar,19400000,5 Bedroom
1241,2,Thanisandra,6800000,3 BHK
1567,2,Maithri Layout,6200000,3 BHK
1747,3,Kasavanhalli,11000000,3 BHK
1475,2,Ramagondanahalli,5500000,3 BHK
600,4,Park View Layout,7000000,4 Bedroom
1524,4,Xavier Layout,40000000,3 Bedroom
980,2,Hennur Road,5100000,2 BHK
966,2,Dasanapura,5800000,2 BHK
2360,3,Ferrar Nagar,18500000,4 BHK
1112,2,Sarjapur  Road,6200000,2 BHK
1760,3,Surabhi Layout,9000000,3 BHK
1830,2,Hennur,11300000,3 BHK
1175,2,Yelahanka,6777000,2 BHK
1175,2,Whitefield,4100000,2 BHK
1025,2,Horamavu Banaswadi,4500000,2 BHK
1232,2,Hennur Road,8000000,2 BHK
1010,2,5th Phase JP Nagar,5700000,2 BHK
1273,2,Sarjapur  Road,6000000,2 BHK
1590,2,Battarahalli,10200000,2 BHK
1100,2,Air View Colony,5850000,2 BHK
2615,5,1st Phase JP Nagar,22200000,4 BHK
1200,6,Arishinakunte,14000000,5 Bedroom
1322,2,Yelahanka,7790000,2 BHK
1000,1,7th Phase JP Nagar,6000000,1 Bedroom
1755,3,Harlur,11700000,3 BHK
1135,2,Electronic City Phase II,4600000,2 BHK
1200,10,Rajaji Nagar,18000000,8 Bedroom
1200,4,Electronic City,12500000,4 Bedroom
1260,2,Nagavarapalya,8550000,2 BHK
3250,5,Hoodi,39500000,5 Bedroom
3500,4,Ambedkar Nagar,55000000,4 Bedroom
1200,6,Manjunath Nagar,11000000,5 Bedroom
1100,2,Kanakpura Road,5300000,3 BHK
1305,3,Electronic City Phase II,6500000,3 BHK
1236,2,Ayappa Nagar,5000000,2 BHK
1125,1,Uttarahalli,4500000,2 BHK
1075,2,KR Puram,3225000,2 BHK
772,5,Kadugondanahalli,6000000,8 Bedroom
2999.97,6,Thanisandra,11000000,6 Bedroom
1150,2,Kadugodi,4200000,2 BHK
1440,4,9th Block Jayanagar,24000000,4 Bedroom
1085,2,Hennur Road,4340000,2 BHK
1785,3,Hebbal Kempapura,16500000,3 BHK
1930,4,Thanisandra,12000000,3 BHK
600,4,4th Phase JP Nagar,7000000,2 BHK
800,1,Kadugondanahalli,4500000,2 Bedroom
2450,3,Kumaraswami Layout,11000000,4 BHK
1200,4,akshaya nagar t c palya,12000000,4 Bedroom
1920,3,Bannerghatta Road,12200000,3 BHK
1085,2,Kothannur,3420000,2 BHK
760,1,Thanisandra,5040000,1 BHK
1201,2,Sahakara Nagar,8000000,2 BHK
1615,3,Electronic City,9700000,3 BHK
1289,2,HSR Layout,7000000,2 BHK
1377,2,Kasavanhalli,8000000,2 BHK
2880,3,Cunningham Road,56000000,3 BHK
1892,3,Laxmi Sagar Layout,20000000,3 Bedroom
2176,3,Shivaji Nagar,34800000,3 BHK
663,1,Thanisandra,3282000,1 BHK
1165,2,Electronic City,3365000,2 BHK
3554,4,Talaghattapura,34000000,3 BHK
1260,2,Thanisandra,4550000,2 BHK
1095,2,Volagerekallahalli,3900000,2 BHK
1050,2,KR Garden,6500000,2 BHK
1176,2,Seegehalli,5000000,2 BHK
1315,2,Whitefield,5500000,2 BHK
2400,2,NRI Layout,12500000,2 Bedroom
1308,2,Uttarahalli,5300000,3 BHK
4250,4,Sarjapur  Road,61000000,4 Bedroom
1806,6,Thanisandra,11600000,3 BHK
3671,4,Thanisandra,22000000,4 Bedroom
2144,3,Hoodi,14000000,3 BHK
1065,2,Hoskote,3375000,2 BHK
1205,2,Balagere,6700000,2 BHK
1160,2,Uttarahalli,4058000,2 BHK
750,4,Kanaka Nagar,9000000,4 Bedroom
1200,3,mvj engineering college,5653000,3 Bedroom
1681,3,2nd Phase Judicial Layout,6900000,3 BHK
1130,2,Bommasandra Industrial Area,3264000,2 BHK
3633,5,Iblur Village,33500000,4 BHK
1843,3,Kanakpura Road,9000000,3 BHK
1065,2,Bommasandra Industrial Area,3075000,2 BHK
1885,3,Thubarahalli,8552000,3 BHK
1500,2,R.T. Nagar,4500000,2 BHK
1210,2,Panathur,6900000,2 BHK
1126,2,TC Palaya,3940000,2 BHK
1357,2,Rayasandra,5900000,3 BHK
1451,2,Whitefield,4640000,3 BHK
1600,3,Kodigehaali,18500000,4 Bedroom
950,2,Hennur Road,5500000,2 BHK
960,2,Bellandur,4800000,2 BHK
2200,4,Kaggalipura,15000000,3 Bedroom
900,2,Kanakpura Road,4629000,2 BHK
1080,2,Shree Ananth Nagar Layout,3800000,2 BHK
2300,3,Cooke Town,25000000,3 BHK
1708,3,Hosa Road,6405000,4 BHK
2500,5,Yeshwanthpur,18500000,6 Bedroom
1690,2,Bellandur,11600000,3 BHK
2100,3,RR Layout,14500000,5 Bedroom
1269,2,4th Block Koramangala,9700000,2 BHK
1890,3,Haralur Road,8400000,3 BHK
1165,2,Electronic City Phase II,3364000,2 BHK
1196,2,BTM Layout,5681000,2 BHK
1630,3,Old Madras Road,11000000,3 BHK
1063,2,Whitefield,4252000,2 BHK
1025,2,Shikaripalya,3998000,2 BHK
1067,2,Chikkabanavar,3800000,2 BHK
1299,2,Kanakpura Road,8963000,2 BHK
1343,2,Panathur,7600000,2 BHK
1330,2,Electronics City Phase 1,4400000,3 BHK
1524,2,Mallasandra,7200000,3 BHK
2236,4,Lingadheeranahalli,15300000,4 BHK
2955,3,Domlur,23500000,3 BHK
1410,2,Raja Rajashweri Nagar,4512000,3 BHK
1205,2,Balagere,7900000,2 BHK
1270,2,Thyagaraja Nagar,9525000,3 BHK
1353,2,VHBCS Layout,11000000,3 BHK
1200,2,Jinkethimmanahalli,6800000,2 Bedroom
1250,2,basaveshwarnagar,7000000,3 BHK
1950.2,3,Gopalapura,26100000,3 BHK
1157,2,Sarjapur  Road,6900000,3 BHK
712 - 938,1,Kanakapura,3547500,1 BHK
602,1,Yelahanka,3300000,1 BHK
3000,4,Malleshwaram,90000000,5 Bedroom
1108,2,Hoodi,6646000,2 BHK
1040,2,Thyagaraja Nagar,6800000,2 BHK
1451,2,Sarjapur,8700000,2 BHK
850,1,Kanakpura Road,3732000,1 BHK
2171.66,3,Gopalapura,29800000,3 BHK
900,2,Kanaka Nagar,4000000,2 BHK
720,1,Kudlu,3300000,1 BHK
1573,3,Thanisandra,11500000,3 BHK
2100,3,Banashankari Stage III,14700000,4 Bedroom
1150,2,Sarjapur  Road,4850000,2 BHK
1500,3,Raja Rajeshwari Nagar,8800000,3 BHK
2400,3,Malleshwaram,38000000,3 BHK
1200,3,HRBR Layout,24000000,3 Bedroom
1125,2,Ramagondanahalli,7500000,2 BHK
1783 - 1878,3,Hennur,8420500,3 BHK
1100,2,Marathahalli,5000000,2 BHK
120Sq. Yards,2,7th Phase JP Nagar,5100000,2 BHK
